incorrect_sentence,correct_sentence
ලස්සන ළමයි ගෙදර යැවෙයි,ලස්සන ළමයි ගෙදර ගියෝය
ලස්සන ළමයි ගෙදර යැවවෙයි,ලස්සන ළමයි ගෙදර යැවෙති
ලස්සන ළමයි ගෙදර යැවවේ,ලස්සන ළමයි ගෙදර යැවවෙති
ලස්සන වාහනය ගෙදර යති,ලස්සන ළමයි ගෙදර යැවවෙති
ලස්සන වාහනය ගෙදර යනවා,ලස්සන වාහනය ගෙදර යත්වා
ලස්සන වාහනය ගෙදර යනවාලා,ලස්සන වාහනය ගෙදර යත්වා
ලස්සන වාහනය ගෙදර යනු,ලස්සන වාහනය ගෙදර යත්වා
ලස්සන වාහනය ගෙදර යන්න,ලස්සන වාහනය ගෙදර යත්වා
ලස්සන වාහනය ගෙදර යන්නෙමි,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෙමිවා,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෙමු,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෙමුවා,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෙහි,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෙහිවා,ලස්සන වාහනය ගෙදර යන්නීය
ලස්සන වාහනය ගෙදර යන්නෝය,ලස්සන වාහනය ගෙදර යන්නේය
ලස්සන වාහනය ගෙදර යමි,ලස්සන වාහනය ගෙදර යන්නේය
ලස්සන වාහනය ගෙදර යමිවා,ලස්සන වාහනය ගෙදර යන්නේය
ලස්සන වාහනය ගෙදර යමු,ලස්සන වාහනය ගෙදර යන්නේය
ලස්සන වාහනය ගෙදර යමුවා,ලස්සන වාහනය ගෙදර යන්නේය
ලස්සන වාහනය ගෙදර යව,ලස්සන වාහනය ගෙදර යයි
ලස්සන වාහනය ගෙදර යවති,ලස්සන වාහනය ගෙදර යයි
ලස්සන වාහනය ගෙදර යවන්නෙමි,ලස්සන වාහනය ගෙදර යවන්නීය
ලස්සන වාහනය ගෙදර යවන්නෙමු,ලස්සන වාහනය ගෙදර යවන්නීය
ලස්සන වාහනය ගෙදර යවන්නෙහි,ලස්සන වාහනය ගෙදර යවන්නීය
ලස්සන වාහනය ගෙදර යවන්නෙහු,ලස්සන වාහනය ගෙදර යවන්නීය
ලස්සන වාහනය ගෙදර යවන්නෝය,ලස්සන වාහනය ගෙදර යවන්නේය
ලස්සන වාහනය ගෙදර යවමි,ලස්සන වාහනය ගෙදර යවන්නේය
ලස්සන වාහනය ගෙදර යවමු,ලස්සන වාහනය ගෙදර යවන්නේය
ලස්සන වාහනය ගෙදර යවහි,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යවහු,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යවු,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යහි,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යහිවා,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යහු,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යහුවා,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර යනලදී,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර ගියෙමි,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර ගියෙමු,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර ගියෙහි,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර ගියෙහු,ලස්සන වාහනය ගෙදර යවයි
ලස්සන වාහනය ගෙදර ගියෝය,ලස්සන වාහනය ගෙදර ගියේය
ලස්සන වාහනය ගෙදර යැවෙමි,ලස්සන වාහනය ගෙදර යැවේ
ලස්සන වාහනය ගෙදර යැවෙමු,ලස්සන වාහනය ගෙදර යැවේ
ලස්සන වාහනය ගෙදර යැවෙහි,ලස්සන වාහනය ගෙදර යැවේ
ලස්සන වාහනය ගෙදර යැවෙහු,ලස්සන වාහනය ගෙදර යැවේ
ලස්සන වාහනය ගෙදර යැවෙති,ලස්සන වාහනය ගෙදර යැවෙයි
ලස්සන වාහනය ගෙදර යැවවෙති,ලස්සන වාහනය ගෙදර යැවවෙයි
ලස්සන වාහන ගෙදර යති,ලස්සන වාහනය ගෙදර යැවවේ
ලස්සන වාහන ගෙදර යනවා,ලස්සන වාහන ගෙදර යත්වා
ලස්සන වාහන ගෙදර යනවාලා,ලස්සන වාහන ගෙදර යත්වා
ලස්සන වාහන ගෙදර යනු,ලස්සන වාහන ගෙදර යත්වා
ලස්සන වාහන ගෙදර යන්න,ලස්සන වාහන ගෙදර යත්වා
ලස්සන වාහන ගෙදර යන්නෙමි,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෙමිවා,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෙමු,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෙමුවා,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෙහි,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෙහිවා,ලස්සන වාහන ගෙදර යන්නීය
ලස්සන වාහන ගෙදර යන්නෝය,ලස්සන වාහන ගෙදර යන්නේය
ලස්සන වාහන ගෙදර යමි,ලස්සන වාහන ගෙදර යන්නේය
ලස්සන වාහන ගෙදර යමිවා,ලස්සන වාහන ගෙදර යන්නේය
ලස්සන වාහන ගෙදර යමු,ලස්සන වාහන ගෙදර යන්නේය
ලස්සන වාහන ගෙදර යමුවා,ලස්සන වාහන ගෙදර යන්නේය
ලස්සන වාහන ගෙදර යව,ලස්සන වාහන ගෙදර යයි
ලස්සන වාහන ගෙදර යවති,ලස්සන වාහන ගෙදර යයි
ලස්සන වාහන ගෙදර යවන්නෙමි,ලස්සන වාහන ගෙදර යවන්නීය
ලස්සන වාහන ගෙදර යවන්නෙමු,ලස්සන වාහන ගෙදර යවන්නීය
ලස්සන වාහන ගෙදර යවන්නෙහි,ලස්සන වාහන ගෙදර යවන්නීය
ලස්සන වාහන ගෙදර යවන්නෙහු,ලස්සන වාහන ගෙදර යවන්නීය
ලස්සන වාහන ගෙදර යවන්නෝය,ලස්සන වාහන ගෙදර යවන්නේය
ලස්සන වාහන ගෙදර යවමි,ලස්සන වාහන ගෙදර යවන්නේය
ලස්සන වාහන ගෙදර යවමු,ලස්සන වාහන ගෙදර යවන්නේය
ලස්සන වාහන ගෙදර යවහි,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යවහු,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යවු,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යහි,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යහිවා,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යහු,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යහුවා,ලස්සන වාහන ගෙදර යවයි
ලස්සන වාහන ගෙදර යනලදී,ලස්සන වාහන ගෙදර යවයි
